id_client,genre,age,permis_conduire,code_regional,ancien_assure,age_vehicule,vehicule_endommage,prime_annuelle,canal_communication,anciennete,reponse_client
16894,femelle,59,1,46.0,0,1-2 an,oui,28441.0,26.0,79,1
16895,femelle,46,1,28.0,0,> 2 ans,oui,53631.0,26.0,80,0
16896,femelle,40,1,41.0,1,1-2 an,oui,2630.0,124.0,172,0
16897,male,51,1,21.0,0,1-2 an,oui,2630.0,124.0,39,0
16898,femelle,36,1,3.0,1,1-2 an,no,2630.0,26.0,92,0
16899,male,35,1,36.0,1,1-2 an,no,36474.0,152.0,139,0
16900,femelle,24,1,14.0,1,< 1 an,no,32218.0,152.0,158,0
16901,femelle,23,1,28.0,0,< 1 an,oui,43221.0,26.0,195,0
16902,male,60,1,28.0,0,1-2 an,oui,28953.0,124.0,215,1
16903,femelle,51,1,41.0,1,1-2 an,no,38924.0,124.0,36,0
16904,male,46,1,28.0,0,1-2 an,oui,48342.0,31.0,277,0
16905,femelle,38,1,28.0,0,1-2 an,no,2630.0,26.0,42,0
16906,male,41,1,28.0,1,1-2 an,no,37129.0,124.0,287,0
16907,male,56,1,50.0,1,1-2 an,no,35735.0,26.0,79,0
16908,male,47,1,28.0,0,1-2 an,oui,24857.0,158.0,13,0
16909,male,38,1,30.0,0,1-2 an,no,22571.0,124.0,70,0
16910,male,48,1,28.0,0,1-2 an,oui,36919.0,124.0,117,1
16911,male,23,1,47.0,1,< 1 an,no,35226.0,152.0,272,0
16912,femelle,52,1,28.0,0,> 2 ans,oui,40813.0,139.0,242,0
16913,femelle,60,1,28.0,1,1-2 an,no,46501.0,124.0,94,0
16914,male,38,1,28.0,0,1-2 an,oui,30170.0,124.0,275,1
16915,male,53,1,28.0,1,1-2 an,no,44755.0,124.0,265,0
16916,femelle,52,1,28.0,0,> 2 ans,oui,53481.0,124.0,42,1
16917,male,47,1,3.0,0,1-2 an,oui,20065.0,26.0,11,0
16918,male,75,1,28.0,0,> 2 ans,oui,31539.0,13.0,17,0
16919,male,35,1,28.0,1,1-2 an,no,27531.0,26.0,154,0
16920,femelle,26,1,14.0,1,< 1 an,no,33246.0,152.0,253,0
16921,femelle,60,1,28.0,0,1-2 an,oui,48068.0,124.0,208,0
16922,male,37,1,8.0,0,1-2 an,oui,2630.0,124.0,208,0
16923,male,26,1,28.0,1,< 1 an,no,54497.0,152.0,52,0
16924,femelle,27,1,47.0,1,< 1 an,no,19976.0,152.0,256,0
16925,femelle,41,1,28.0,0,1-2 an,oui,28115.0,26.0,275,0
16926,femelle,54,1,28.0,1,1-2 an,no,36886.0,124.0,187,0
16927,femelle,27,1,36.0,1,< 1 an,no,25922.0,152.0,143,0
16928,femelle,26,1,15.0,1,< 1 an,no,29705.0,152.0,130,0
16929,male,42,1,15.0,0,1-2 an,oui,32438.0,124.0,56,0
16930,femelle,25,1,10.0,1,< 1 an,no,24500.0,152.0,298,0
16931,femelle,23,1,36.0,0,< 1 an,no,36300.0,152.0,251,0
16932,male,23,1,27.0,0,< 1 an,no,24427.0,152.0,10,0
16933,male,41,1,28.0,0,1-2 an,oui,39384.0,26.0,201,0
16934,male,31,1,29.0,0,< 1 an,no,40223.0,156.0,257,0
16935,male,28,1,8.0,1,< 1 an,no,37573.0,152.0,80,0
16936,male,44,1,15.0,1,1-2 an,no,2630.0,14.0,133,0
16937,male,37,1,3.0,1,1-2 an,oui,2630.0,157.0,253,1
16938,male,23,1,2.0,1,< 1 an,no,35295.0,152.0,298,0
16939,femelle,58,1,8.0,1,1-2 an,no,38472.0,26.0,202,0
16940,femelle,29,1,2.0,0,< 1 an,oui,29014.0,152.0,248,0
16941,femelle,53,1,33.0,0,1-2 an,no,31297.0,124.0,108,0
16942,femelle,41,1,28.0,0,1-2 an,oui,53288.0,29.0,44,0
16943,male,22,1,30.0,0,< 1 an,oui,37552.0,154.0,150,0
16944,male,34,1,8.0,0,1-2 an,oui,40967.0,124.0,79,0
16945,femelle,25,1,8.0,0,< 1 an,oui,28004.0,152.0,88,0
16946,male,29,1,8.0,0,< 1 an,oui,24296.0,152.0,161,0
16947,male,32,1,30.0,1,< 1 an,no,21729.0,152.0,153,0
16948,femelle,23,1,21.0,1,< 1 an,oui,29464.0,152.0,234,0
16949,male,80,1,46.0,0,1-2 an,oui,31389.0,124.0,176,0
16950,male,54,1,48.0,0,1-2 an,no,2630.0,124.0,188,0
16951,male,68,1,8.0,1,1-2 an,oui,40967.0,26.0,152,0
16952,male,60,1,28.0,0,1-2 an,oui,50588.0,26.0,97,0
16953,male,23,1,46.0,0,< 1 an,oui,56171.0,152.0,29,0
16954,femelle,23,1,18.0,1,< 1 an,no,25606.0,152.0,167,0
16955,femelle,67,1,28.0,1,1-2 an,no,55511.0,122.0,220,0
16956,male,54,1,46.0,1,1-2 an,no,39997.0,124.0,121,0
16957,male,23,1,41.0,0,< 1 an,oui,24500.0,152.0,280,0
16958,femelle,65,1,28.0,1,1-2 an,no,30098.0,26.0,127,0
16959,male,22,1,30.0,1,< 1 an,no,23597.0,152.0,71,0
16960,femelle,26,1,25.0,1,< 1 an,no,42861.0,152.0,218,0
16961,femelle,25,1,35.0,1,< 1 an,no,22214.0,152.0,103,0
16962,femelle,22,1,27.0,0,< 1 an,no,2630.0,152.0,194,0
16963,male,21,1,11.0,1,< 1 an,no,28454.0,152.0,281,0
16964,femelle,26,1,37.0,0,< 1 an,oui,32915.0,152.0,249,0
16965,femelle,23,1,30.0,1,< 1 an,no,28260.0,152.0,226,0
16966,male,39,1,28.0,1,1-2 an,no,27175.0,124.0,34,0
16967,male,66,1,46.0,1,1-2 an,no,2630.0,152.0,139,0
16968,femelle,27,1,28.0,1,< 1 an,no,28048.0,152.0,67,0
16969,femelle,63,1,28.0,0,1-2 an,oui,28616.0,124.0,58,0
16970,femelle,21,1,41.0,0,< 1 an,no,31442.0,160.0,66,0
16971,male,78,1,8.0,1,1-2 an,no,86793.0,26.0,172,0
16972,femelle,24,1,10.0,1,< 1 an,no,30048.0,152.0,286,0
16973,femelle,22,1,28.0,1,< 1 an,no,43717.0,152.0,172,0
16974,male,54,1,8.0,0,1-2 an,oui,28451.0,124.0,117,0
16975,femelle,20,1,49.0,0,< 1 an,no,30570.0,160.0,244,0
16976,femelle,71,1,8.0,1,1-2 an,no,2630.0,7.0,107,0
16977,male,59,1,24.0,0,1-2 an,oui,33743.0,26.0,54,1
16978,femelle,21,1,28.0,0,1-2 an,oui,47004.0,154.0,235,0
16979,femelle,74,1,28.0,0,1-2 an,oui,29242.0,26.0,100,0
16980,male,47,1,23.0,0,1-2 an,oui,23805.0,124.0,169,1
16981,male,45,1,29.0,0,1-2 an,oui,26675.0,124.0,191,0
16982,femelle,61,1,8.0,0,1-2 an,oui,50120.0,26.0,55,0
16983,male,43,1,25.0,0,1-2 an,oui,2630.0,124.0,150,0
16984,femelle,30,1,35.0,1,< 1 an,no,49885.0,152.0,117,0
16985,femelle,30,1,8.0,0,< 1 an,oui,39793.0,121.0,135,1
16986,male,44,1,28.0,0,> 2 ans,oui,32352.0,124.0,214,0
16987,male,41,1,28.0,0,1-2 an,oui,50859.0,124.0,298,1
16988,male,21,1,46.0,0,< 1 an,oui,29140.0,160.0,242,0
16989,male,37,1,20.0,0,> 2 ans,oui,2630.0,157.0,136,0
16990,male,70,1,20.0,0,1-2 an,oui,2630.0,124.0,296,0
16991,male,48,1,29.0,1,1-2 an,no,2630.0,26.0,100,0
16992,femelle,41,1,45.0,0,1-2 an,oui,24892.0,152.0,160,1
16993,male,40,1,28.0,0,1-2 an,no,30523.0,26.0,230,0
16994,male,29,1,42.0,0,< 1 an,oui,33697.0,154.0,151,1
16995,femelle,59,1,28.0,1,1-2 an,oui,52011.0,26.0,38,0
16996,femelle,23,1,8.0,1,< 1 an,no,31600.0,160.0,102,0
16997,femelle,44,1,28.0,1,1-2 an,no,53137.0,26.0,176,0
16998,femelle,20,1,22.0,0,< 1 an,oui,29251.0,160.0,154,0
16999,male,46,1,8.0,0,1-2 an,oui,34959.0,26.0,225,0
17000,male,24,1,33.0,1,< 1 an,no,34797.0,152.0,215,0
17001,femelle,56,1,45.0,1,1-2 an,no,32423.0,26.0,232,0
17002,male,60,1,28.0,0,1-2 an,oui,26606.0,124.0,86,0
17003,male,20,1,50.0,0,< 1 an,oui,47209.0,160.0,178,0
17004,femelle,22,1,47.0,0,< 1 an,oui,23732.0,152.0,254,0
17005,femelle,22,1,15.0,0,< 1 an,oui,25150.0,152.0,105,0
17006,male,47,1,41.0,0,1-2 an,oui,48467.0,12.0,68,1
17007,femelle,27,1,50.0,1,< 1 an,no,29169.0,152.0,170,0
17008,femelle,33,1,19.0,0,1-2 an,oui,24652.0,124.0,54,0
17009,male,46,1,28.0,1,1-2 an,oui,33102.0,154.0,244,0
17010,male,21,1,41.0,0,< 1 an,oui,27897.0,160.0,228,0
17011,male,21,1,36.0,0,< 1 an,oui,27950.0,152.0,240,1
17012,femelle,26,1,29.0,1,< 1 an,no,32294.0,152.0,41,0
17013,femelle,23,1,47.0,0,< 1 an,oui,30466.0,152.0,291,0
17014,femelle,48,1,28.0,0,1-2 an,oui,66716.0,26.0,178,1
17015,male,74,1,20.0,0,> 2 ans,oui,2630.0,122.0,15,0
17016,femelle,21,1,36.0,0,< 1 an,oui,35703.0,152.0,14,0
17017,male,47,1,28.0,1,1-2 an,no,48002.0,26.0,140,0
17018,male,23,1,13.0,1,< 1 an,no,23613.0,152.0,15,0
17019,femelle,27,1,28.0,1,< 1 an,no,52511.0,152.0,55,0
17020,male,31,1,28.0,0,1-2 an,oui,29434.0,155.0,170,0
17021,male,33,1,8.0,1,< 1 an,no,41055.0,124.0,231,0
17022,male,53,1,29.0,1,1-2 an,no,2630.0,26.0,145,0
17023,male,22,1,33.0,0,< 1 an,oui,35019.0,152.0,248,0
17024,femelle,21,1,28.0,0,1-2 an,oui,45413.0,156.0,152,0
17025,male,21,1,32.0,1,< 1 an,no,35429.0,152.0,50,0
17026,male,62,1,28.0,0,1-2 an,oui,2630.0,26.0,284,0
17027,male,61,1,23.0,0,1-2 an,no,34040.0,124.0,280,0
17028,male,51,1,32.0,0,1-2 an,oui,33277.0,124.0,89,0
17029,male,35,1,41.0,0,1-2 an,oui,2630.0,157.0,141,0
17030,femelle,23,1,50.0,1,< 1 an,no,39822.0,152.0,167,0
17031,male,29,1,13.0,0,< 1 an,no,57044.0,152.0,272,0
17032,male,28,1,28.0,1,< 1 an,no,28506.0,152.0,60,0
17033,femelle,20,1,34.0,0,< 1 an,no,2630.0,160.0,140,0
17034,male,57,1,20.0,1,1-2 an,no,2630.0,26.0,145,0
17035,femelle,21,1,37.0,0,< 1 an,oui,2630.0,152.0,14,0
17036,femelle,26,1,15.0,1,< 1 an,no,2630.0,26.0,281,0
17037,male,28,1,28.0,1,< 1 an,no,62021.0,152.0,196,0
17038,femelle,28,1,2.0,1,< 1 an,no,33197.0,152.0,261,0
17039,femelle,57,1,48.0,1,1-2 an,no,2630.0,124.0,23,0
17040,male,37,1,15.0,1,1-2 an,no,30114.0,124.0,80,0
17041,femelle,22,1,41.0,0,< 1 an,oui,41680.0,163.0,294,0
17042,femelle,33,1,33.0,1,< 1 an,no,27502.0,152.0,231,0
17043,male,22,1,8.0,1,< 1 an,no,37954.0,152.0,282,0
17044,femelle,35,1,45.0,1,1-2 an,no,32100.0,152.0,84,0
17045,femelle,50,1,28.0,0,1-2 an,oui,51384.0,26.0,20,0
17046,male,42,1,8.0,1,1-2 an,no,2630.0,124.0,109,0
17047,male,39,1,28.0,1,1-2 an,no,2630.0,26.0,164,0
17048,femelle,22,1,46.0,1,< 1 an,no,30236.0,152.0,21,0
17049,male,24,1,30.0,1,< 1 an,no,25326.0,152.0,108,0
17050,femelle,42,1,43.0,0,1-2 an,oui,26374.0,26.0,71,0
17051,femelle,23,1,43.0,0,< 1 an,oui,29618.0,151.0,53,0
17052,male,35,1,21.0,1,1-2 an,oui,30500.0,30.0,98,0
17053,male,44,1,22.0,0,1-2 an,oui,25974.0,26.0,214,0
17054,femelle,41,1,28.0,0,1-2 an,oui,2630.0,26.0,92,0
17055,femelle,47,1,29.0,1,1-2 an,no,2630.0,26.0,121,0
17056,femelle,41,1,28.0,0,> 2 ans,oui,38030.0,124.0,130,0
17057,male,44,1,46.0,0,1-2 an,oui,29270.0,14.0,174,0
17058,femelle,41,1,28.0,1,1-2 an,no,40645.0,124.0,106,0
17059,femelle,47,1,3.0,0,1-2 an,oui,38798.0,26.0,235,1
17060,femelle,59,1,28.0,0,1-2 an,oui,61142.0,154.0,220,0
17061,male,52,1,28.0,0,1-2 an,no,28490.0,122.0,36,0
17062,male,23,1,8.0,1,< 1 an,no,25455.0,152.0,240,0
17063,femelle,45,1,28.0,0,1-2 an,oui,45427.0,124.0,135,0
17064,male,43,1,36.0,1,1-2 an,no,32435.0,26.0,255,0
17065,femelle,43,1,28.0,0,1-2 an,oui,36552.0,26.0,142,1
17066,femelle,20,1,25.0,0,< 1 an,no,27503.0,160.0,62,0
17067,male,48,1,41.0,0,1-2 an,no,35628.0,26.0,85,0
17068,male,23,1,30.0,1,< 1 an,no,32884.0,152.0,186,0
17069,male,29,1,13.0,1,< 1 an,no,25795.0,152.0,97,0
17070,femelle,44,1,28.0,1,1-2 an,no,46820.0,124.0,61,0
17071,femelle,20,1,2.0,0,< 1 an,no,29828.0,160.0,27,0
17072,male,50,1,39.0,1,1-2 an,no,26134.0,26.0,178,0
17073,male,45,1,28.0,0,1-2 an,oui,38374.0,26.0,42,0
17074,male,21,1,39.0,0,< 1 an,oui,43763.0,160.0,228,0
17075,femelle,25,1,3.0,1,< 1 an,no,40585.0,152.0,15,0
17076,male,77,1,28.0,0,> 2 ans,oui,36223.0,154.0,274,0
17077,male,30,1,30.0,1,< 1 an,no,66729.0,152.0,269,0
17078,male,58,1,24.0,1,1-2 an,no,20553.0,26.0,236,0
17079,male,40,1,28.0,0,1-2 an,oui,40623.0,154.0,293,0
17080,femelle,24,1,39.0,0,< 1 an,no,44571.0,152.0,150,0
17081,male,38,1,38.0,1,1-2 an,no,2630.0,124.0,156,0
17082,femelle,47,1,28.0,0,1-2 an,oui,47731.0,26.0,128,0
17083,femelle,22,1,30.0,1,< 1 an,no,36520.0,152.0,170,0
17084,femelle,29,1,14.0,1,< 1 an,no,2630.0,152.0,285,0
17085,male,53,1,37.0,0,1-2 an,oui,32602.0,124.0,136,0
17086,femelle,25,1,28.0,0,< 1 an,oui,2630.0,152.0,34,0
17087,femelle,75,1,28.0,0,1-2 an,oui,28470.0,26.0,176,0
17088,femelle,22,1,47.0,1,< 1 an,no,55178.0,152.0,246,0
17089,male,72,1,14.0,0,1-2 an,no,26678.0,124.0,39,0
17090,male,20,1,8.0,1,< 1 an,no,27245.0,160.0,120,0
17091,femelle,53,1,15.0,1,1-2 an,no,36369.0,29.0,80,0
17092,femelle,25,1,15.0,1,< 1 an,no,38194.0,152.0,75,0
17093,femelle,26,1,15.0,1,< 1 an,no,32237.0,152.0,258,0
17094,femelle,23,1,12.0,1,< 1 an,no,21751.0,160.0,199,0
17095,femelle,24,1,48.0,0,< 1 an,oui,2630.0,152.0,201,0
17096,femelle,24,1,26.0,1,< 1 an,no,28693.0,26.0,91,0
17097,femelle,26,1,14.0,0,< 1 an,no,37173.0,152.0,121,0
17098,femelle,21,1,43.0,0,< 1 an,oui,28997.0,163.0,163,0
17099,male,41,1,41.0,0,1-2 an,oui,21922.0,12.0,262,0
17100,male,35,1,28.0,1,1-2 an,no,39037.0,152.0,275,0
17101,male,26,1,35.0,1,< 1 an,no,20677.0,152.0,40,0
17102,femelle,21,1,46.0,0,< 1 an,oui,31842.0,152.0,102,0
17103,femelle,24,1,8.0,0,< 1 an,oui,31746.0,152.0,198,0
17104,femelle,20,1,10.0,1,< 1 an,no,35283.0,160.0,16,0
17105,male,22,1,29.0,1,< 1 an,no,51932.0,152.0,121,0
17106,femelle,66,1,28.0,1,1-2 an,no,61690.0,26.0,195,0
17107,femelle,75,1,0.0,0,> 2 ans,oui,2630.0,25.0,147,1
17108,male,39,1,3.0,0,1-2 an,oui,28266.0,124.0,181,0
17109,femelle,23,1,30.0,1,< 1 an,no,32141.0,152.0,226,0
17110,male,37,1,43.0,0,1-2 an,oui,2630.0,124.0,233,1
17111,male,54,1,28.0,0,1-2 an,oui,52842.0,26.0,92,1
17112,femelle,52,1,28.0,0,1-2 an,oui,44249.0,26.0,252,0
17113,femelle,28,1,40.0,0,1-2 an,oui,37504.0,157.0,267,0
17114,male,24,1,10.0,0,< 1 an,oui,24153.0,152.0,78,0
17115,male,37,1,8.0,0,1-2 an,oui,40590.0,154.0,58,0
17116,femelle,22,1,28.0,1,< 1 an,no,77512.0,152.0,215,0
17117,male,40,1,28.0,0,1-2 an,oui,71415.0,26.0,124,1
17118,femelle,22,1,9.0,0,< 1 an,oui,37352.0,160.0,126,0
17119,male,58,1,28.0,0,1-2 an,oui,41404.0,124.0,106,0
17120,male,29,1,47.0,0,< 1 an,no,2630.0,160.0,94,0
17121,femelle,26,1,29.0,0,1-2 an,oui,33521.0,124.0,98,0
17122,femelle,67,1,28.0,0,1-2 an,oui,39089.0,26.0,236,0
17123,male,29,1,11.0,0,1-2 an,oui,25498.0,26.0,84,1
17124,male,53,1,46.0,1,1-2 an,no,27313.0,26.0,233,0
17125,male,49,1,1.0,0,1-2 an,oui,2630.0,154.0,32,1
17126,femelle,22,1,3.0,0,< 1 an,oui,21141.0,152.0,264,0
17127,femelle,70,1,32.0,1,1-2 an,no,27355.0,124.0,86,0
17128,male,27,1,28.0,1,< 1 an,no,36696.0,152.0,238,0
17129,male,51,1,28.0,0,1-2 an,oui,45249.0,26.0,152,0
17130,male,78,1,29.0,1,1-2 an,no,35655.0,26.0,229,0
17131,femelle,20,1,8.0,0,< 1 an,oui,32137.0,160.0,157,0
17132,male,34,1,26.0,0,1-2 an,oui,2630.0,156.0,145,0
17133,male,25,1,28.0,1,< 1 an,no,37899.0,152.0,208,0
17134,male,25,1,29.0,1,< 1 an,no,28056.0,152.0,56,0
17135,femelle,69,1,28.0,0,> 2 ans,oui,2630.0,157.0,203,0
17136,femelle,25,1,6.0,0,< 1 an,oui,22888.0,152.0,116,0
17137,male,46,1,46.0,0,1-2 an,oui,44873.0,26.0,298,0
17138,male,24,1,12.0,1,< 1 an,no,23602.0,152.0,103,0
17139,male,48,1,46.0,0,1-2 an,oui,39486.0,26.0,161,1
17140,male,39,1,37.0,0,1-2 an,oui,36369.0,124.0,213,1
17141,male,25,1,15.0,1,< 1 an,no,2630.0,152.0,95,0
17142,male,61,1,28.0,0,> 2 ans,oui,66038.0,26.0,21,1
17143,male,54,1,28.0,0,> 2 ans,oui,24941.0,26.0,122,1
17144,femelle,27,1,36.0,0,< 1 an,oui,46777.0,152.0,200,0
17145,femelle,46,1,8.0,0,1-2 an,no,68188.0,124.0,65,0
17146,male,36,1,26.0,0,1-2 an,oui,38745.0,22.0,60,0
17147,femelle,23,1,15.0,0,< 1 an,oui,27805.0,151.0,46,0
17148,male,70,1,12.0,0,> 2 ans,oui,39945.0,124.0,188,0
17149,femelle,25,1,25.0,1,< 1 an,no,28085.0,152.0,84,0
17150,femelle,22,1,46.0,1,< 1 an,no,38368.0,152.0,174,0
17151,femelle,72,1,41.0,1,1-2 an,no,59356.0,124.0,28,0
17152,femelle,22,1,28.0,0,< 1 an,oui,50662.0,26.0,180,0
17153,male,60,1,29.0,1,1-2 an,no,32554.0,26.0,88,0
17154,male,52,1,28.0,0,1-2 an,oui,50883.0,26.0,19,0
17155,femelle,68,1,30.0,1,1-2 an,oui,31514.0,26.0,153,0
17156,male,80,1,8.0,1,1-2 an,no,36340.0,124.0,74,0
17157,femelle,26,1,15.0,1,< 1 an,no,34591.0,152.0,122,0
17158,male,69,1,28.0,1,1-2 an,no,37191.0,26.0,215,0
17159,male,71,1,28.0,0,1-2 an,oui,2630.0,156.0,222,0
17160,femelle,23,1,18.0,1,< 1 an,oui,43000.0,152.0,13,0
17161,male,24,1,9.0,0,< 1 an,oui,23374.0,152.0,261,0
17162,male,21,1,46.0,0,< 1 an,oui,30004.0,152.0,253,0
17163,male,42,1,28.0,0,1-2 an,oui,43327.0,26.0,135,0
17164,male,30,1,29.0,1,< 1 an,no,32266.0,152.0,147,0
17165,male,47,1,28.0,0,1-2 an,oui,29471.0,124.0,151,1
17166,male,71,1,12.0,0,1-2 an,no,31759.0,26.0,98,0
17167,male,21,1,3.0,1,< 1 an,oui,20468.0,160.0,271,0
17168,femelle,26,1,46.0,1,< 1 an,no,26674.0,152.0,27,0
17169,male,22,1,46.0,0,< 1 an,no,16660.0,152.0,276,0
17170,male,74,1,28.0,0,1-2 an,oui,39743.0,124.0,175,0
17171,femelle,66,1,28.0,1,1-2 an,no,62809.0,26.0,105,0
17172,femelle,47,1,28.0,0,1-2 an,no,41461.0,26.0,75,0
17173,femelle,23,1,8.0,0,< 1 an,oui,20381.0,151.0,280,1
17174,male,23,1,12.0,1,< 1 an,no,31464.0,152.0,42,0
17175,male,40,1,14.0,0,1-2 an,oui,2630.0,124.0,265,1
17176,femelle,22,1,11.0,1,< 1 an,no,34284.0,152.0,270,0
17177,male,24,1,41.0,1,< 1 an,no,23763.0,152.0,100,0
17178,femelle,22,1,15.0,0,< 1 an,no,37782.0,152.0,49,0
17179,femelle,28,1,28.0,1,< 1 an,no,45310.0,152.0,89,0
17180,femelle,23,1,28.0,0,< 1 an,oui,42314.0,26.0,215,1
17181,femelle,53,1,28.0,1,1-2 an,no,81127.0,124.0,194,0
17182,femelle,41,1,28.0,0,1-2 an,oui,2630.0,124.0,92,1
17183,femelle,50,1,8.0,0,> 2 ans,oui,29855.0,26.0,243,0
17184,male,42,1,8.0,0,1-2 an,oui,40827.0,124.0,83,1
17185,male,66,1,28.0,1,1-2 an,no,2630.0,26.0,261,0
17186,male,22,1,22.0,0,< 1 an,oui,37826.0,152.0,280,0
17187,male,24,1,3.0,1,< 1 an,no,19248.0,152.0,256,0
17188,femelle,51,1,28.0,0,1-2 an,oui,33833.0,26.0,107,0
17189,male,27,1,11.0,1,< 1 an,no,2630.0,160.0,217,0
17190,male,36,1,15.0,1,1-2 an,no,41092.0,124.0,67,0
17191,male,37,1,28.0,0,1-2 an,oui,2630.0,26.0,189,0
17192,male,24,1,29.0,1,< 1 an,no,37036.0,152.0,191,0
17193,male,80,1,28.0,0,1-2 an,oui,30344.0,125.0,129,0
17194,femelle,80,1,50.0,0,> 2 ans,oui,59889.0,26.0,129,0
17195,male,54,1,36.0,1,1-2 an,no,2630.0,124.0,99,0
17196,male,39,1,47.0,1,1-2 an,no,43707.0,152.0,206,0
17197,femelle,60,1,45.0,1,1-2 an,no,39773.0,26.0,169,0
17198,male,33,1,16.0,0,< 1 an,oui,25245.0,152.0,109,0
17199,male,79,1,8.0,1,1-2 an,oui,41560.0,25.0,289,0
17200,femelle,47,1,39.0,0,1-2 an,oui,2630.0,157.0,41,0
17201,male,44,1,14.0,1,1-2 an,no,33470.0,124.0,38,0
17202,femelle,23,1,15.0,0,< 1 an,no,25430.0,160.0,251,0
17203,male,21,1,30.0,1,< 1 an,oui,20933.0,160.0,179,0
17204,femelle,37,1,15.0,1,1-2 an,no,25440.0,14.0,124,0
17205,femelle,21,1,37.0,1,< 1 an,no,29060.0,152.0,109,0
17206,male,58,1,28.0,0,> 2 ans,oui,42610.0,26.0,297,0
17207,male,21,1,32.0,1,< 1 an,no,23220.0,152.0,127,0
17208,male,44,1,28.0,1,1-2 an,no,2630.0,122.0,193,0
17209,male,24,1,8.0,1,< 1 an,no,36003.0,152.0,267,0
17210,femelle,42,1,7.0,0,1-2 an,oui,46165.0,124.0,88,0
17211,femelle,41,1,28.0,0,1-2 an,oui,45107.0,124.0,238,0
17212,femelle,23,1,17.0,1,< 1 an,no,2630.0,151.0,110,0
17213,male,24,1,18.0,1,1-2 an,no,31652.0,124.0,286,0
17214,male,40,1,9.0,1,1-2 an,no,31888.0,124.0,168,0
17215,male,67,1,28.0,0,1-2 an,oui,49282.0,122.0,160,0
17216,male,20,1,46.0,1,< 1 an,no,30210.0,160.0,152,0
17217,male,61,1,28.0,1,1-2 an,no,36356.0,13.0,150,0
17218,male,22,1,15.0,0,< 1 an,oui,36865.0,152.0,84,0
17219,male,73,1,28.0,0,> 2 ans,oui,32288.0,23.0,212,0
17220,femelle,46,1,28.0,0,1-2 an,oui,60183.0,26.0,151,1
17221,femelle,70,1,50.0,0,1-2 an,oui,26904.0,8.0,61,0
17222,male,58,1,48.0,0,1-2 an,oui,2630.0,163.0,136,0
17223,male,48,1,28.0,0,> 2 ans,oui,37057.0,26.0,158,1
17224,male,29,1,6.0,1,< 1 an,no,35566.0,152.0,46,0
17225,male,47,1,50.0,0,1-2 an,oui,27866.0,124.0,281,0
17226,male,48,1,28.0,0,1-2 an,oui,32810.0,26.0,150,0
17227,femelle,43,1,14.0,0,1-2 an,oui,35268.0,124.0,292,0
17228,femelle,46,1,37.0,0,1-2 an,oui,2630.0,124.0,131,0
17229,male,40,1,3.0,0,1-2 an,oui,31626.0,124.0,286,0
17230,male,44,1,28.0,0,1-2 an,oui,38113.0,26.0,129,1
17231,femelle,31,1,8.0,0,1-2 an,oui,61876.0,124.0,220,0
17232,femelle,23,1,36.0,0,< 1 an,oui,39791.0,152.0,22,0
17233,femelle,29,1,17.0,1,< 1 an,no,41888.0,152.0,199,0
17234,male,26,1,28.0,0,< 1 an,oui,46608.0,152.0,18,0
17235,male,65,1,28.0,1,1-2 an,no,59624.0,122.0,173,0
17236,male,58,1,48.0,0,1-2 an,oui,2630.0,163.0,37,0
17237,male,31,1,39.0,0,1-2 an,oui,2630.0,157.0,125,0
17238,male,31,1,28.0,0,1-2 an,oui,2630.0,157.0,193,0
17239,male,45,1,28.0,0,> 2 ans,oui,45303.0,26.0,208,0
17240,male,24,1,41.0,0,< 1 an,oui,2630.0,156.0,60,1
17241,male,49,1,28.0,0,1-2 an,oui,37993.0,122.0,96,0
17242,femelle,23,1,46.0,1,< 1 an,no,34128.0,152.0,149,0
17243,femelle,71,1,15.0,0,1-2 an,no,39894.0,152.0,164,0
17244,femelle,28,1,23.0,1,< 1 an,no,29971.0,152.0,261,0
17245,femelle,75,1,47.0,1,1-2 an,no,30117.0,124.0,259,0
17246,male,31,1,43.0,0,1-2 an,oui,2630.0,156.0,18,0
17247,femelle,56,1,28.0,0,1-2 an,oui,31203.0,111.0,20,0
17248,femelle,27,1,3.0,1,< 1 an,no,35021.0,152.0,155,0
17249,femelle,23,1,29.0,1,< 1 an,no,2630.0,152.0,52,0
17250,male,47,1,48.0,0,1-2 an,oui,2630.0,26.0,48,0
17251,femelle,25,1,29.0,1,< 1 an,no,38376.0,152.0,82,0
17252,male,25,1,6.0,1,< 1 an,no,26009.0,152.0,166,0
17253,femelle,23,1,29.0,1,< 1 an,no,52660.0,152.0,234,0
17254,femelle,25,1,28.0,0,< 1 an,oui,37919.0,122.0,198,0
17255,male,55,1,28.0,0,1-2 an,oui,35124.0,26.0,212,0
17256,femelle,27,1,41.0,0,< 1 an,no,23208.0,152.0,58,0
17257,femelle,47,1,28.0,0,1-2 an,oui,38307.0,26.0,39,0
17258,femelle,25,1,36.0,1,< 1 an,no,29630.0,152.0,31,0
17259,male,46,1,28.0,0,1-2 an,no,32680.0,26.0,276,1
17260,femelle,20,1,26.0,0,< 1 an,oui,36742.0,160.0,31,0
17261,femelle,24,1,41.0,0,< 1 an,oui,36263.0,152.0,77,1
17262,male,21,1,28.0,0,< 1 an,oui,38253.0,26.0,204,0
17263,femelle,23,1,10.0,0,< 1 an,oui,35107.0,152.0,84,1
17264,male,71,1,28.0,0,1-2 an,oui,47263.0,122.0,126,0
